Shape,Color,Clarity,Carat Weight,Length_Width_Ratio,Depth,Table,Polish,Symmetry,Girdle,Culet,Length,Width,Height,Type,Price
Heart,G,VS2,1.04,1.14,58.7,55,Excellent,Excellent,Slightly Thick to Thick,None,6.22,7.08,4.15,GIA,3510
Round,D,VS1,1.57,1.01,61.3,57,Excellent,Excellent,Medium,Pointed,7.47,7.51,4.59,IGI Lab-Grown,1840
Pear,D,VS1,1.02,1.65,60.2,59,Excellent,Very Good,Thin to Thick,None,9.28,5.64,3.39,GIA Lab-Grown,1060
Heart,F,VS1,1,1.15,56.1,59,Excellent,Very Good,Thin to Very Thick,None,6.12,7.05,3.96,GIA,4010
Marquise,F,VS2,1.2,2.02,62.2,58,Excellent,Excellent,Medium to Thick,None,11.09,5.49,3.41,GIA,7060
Heart,D,VS1,1.5,1.07,55.1,63,Excellent,Excellent,Slightly Thick to Thick,Pointed,7.37,7.9,4.35,IGI Lab-Grown,2100
Pear,G,VS2,1,1.53,67.6,58,Excellent,Very Good,Thick to Very Thick,None,8.28,5.42,3.67,GIA,3890
Oval,E,VS1,1.1,1.48,61.7,55,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.56,5.79,3.57,IGI Lab-Grown,1070
Heart,F,VS1,1.01,1.13,57,59,Excellent,Excellent,Medium to Thick,None,6.24,7.07,4.03,GIA,5110
Princess,D,VS1,1,1.02,72.5,66,Excellent,Excellent,Medium to Slightly Thick,Pointed,5.5,5.41,3.92,IGI Lab-Grown,1080
Round,H,VS1,1,1.01,64.5,55,Excellent,Excellent,Thick,None,6.22,6.26,4.03,GIA,3500
Round,G,VS2,1,1.01,63,56,Excellent,Very Good,Medium to Slightly Thick,None,6.3,6.37,3.99,GIA,4090
Cushion Modified,F,VS1,1.87,1.02,65.4,62,Excellent,Excellent,Slightly Thick to Thick,None,7.29,7.13,4.66,GIA Lab-Grown,4100
Radiant,G,VVS2,1.01,1.22,70.8,69,Excellent,Excellent,Slightly Thick to Thick,None,6.1,5,3.54,GIA,3110
Heart,D,VVS2,2,1.05,57.5,58,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.21,8.58,4.93,IGI Lab-Grown,4350
Pear,F,VS1,1.04,1.61,59.6,59,Excellent,Excellent,Slightly Thick to Thick,None,9.12,5.65,3.37,GIA Lab-Grown,1040
Pear,G,VVS1,1.01,1.58,61.6,62,Excellent,Excellent,Medium to Thick,None,8.9,5.64,3.47,GIA,4910
Pear,D,VS1,1.08,1.73,60.5,61,Excellent,Excellent,Slightly Thick to Thick,None,9.79,5.66,3.42,GIA Lab-Grown,1100
Round,G,VS2,1,1.01,62.7,57,Excellent,Excellent,Medium to Slightly Thick,None,6.36,6.41,4,GIA,3990
Cushion Modified,E,VS1,2.73,1,66.7,62,Excellent,Excellent,Medium to Slightly Thick,None,8.05,8.05,5.37,GIA Lab-Grown,4390
Oval,E,VS1,1.1,1.48,62.1,61,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.53,5.78,3.59,IGI Lab-Grown,1070
Round,H,VS2,1,1.01,64.7,59,Very Good,Very Good,Slightly Thick to Thick,None,6.17,6.25,4.02,GIA,3340
Pear,H,VS1,1,1.58,64.4,59,Excellent,Excellent,Thick to Very Thick,None,8.63,5.47,3.52,GIA,3370
Pear,D,VS1,1.02,1.6,62.5,58,Excellent,Very Good,Medium to Thick,None,8.92,5.56,3.48,GIA Lab-Grown,1060
Princess,G,IF,1.04,1.03,75.1,70,Excellent,Very Good,Slightly Thick,None,5.66,5.52,4.15,GIA,3750
Oval,E,VVS2,1,1.36,64.7,60,Very Good,Very Good,Thick to Very Thick,None,7.52,5.52,3.57,GIA,5240
Round,D,VS1,1.59,1.01,61.1,57,Excellent,Excellent,Medium,Pointed,7.49,7.53,4.59,IGI Lab-Grown,1860
Cushion Modified,E,VVS1,1.23,1.02,64.2,61,Excellent,Excellent,Medium to Thick,None,6.23,6.11,3.93,GIA Lab-Grown,1830
Round,H,VS1,1,1,62.9,56,Excellent,Excellent,Very Thin to Slightly Thick,None,6.34,6.37,4,GIA,4130
Round,F,VS2,1,1.01,59.9,62,Excellent,Very Good,Medium to Slightly Thick,None,6.43,6.48,3.87,GIA,3960
Radiant,H,VS1,1,1.12,70.6,72,Very Good,Very Good,Medium to Slightly Thick,None,5.94,5.31,3.75,GIA,3450
Radiant,F,VS1,1.04,1.44,67.9,64,Excellent,Excellent,Medium,Pointed,7.23,5.02,3.41,IGI Lab-Grown,1080
Princess,E,VVS2,1,1.01,72.7,70,Excellent,Excellent,Medium to Slightly Thick,Pointed,5.37,5.32,3.87,IGI Lab-Grown,1160
Princess,F,VS1,1.01,1.01,75.2,69,Excellent,Excellent,Very Thick,None,5.34,5.29,3.98,GIA,4060
Cushion Modified,F,VS1,2.1,1.01,66.3,61,Excellent,Excellent,Medium to Thick,None,7.45,7.41,4.92,GIA Lab-Grown,5000
Marquise,E,VS1,1,1.75,64,64,Very Good,Very Good,Medium to Extremely Thick,None,9.31,5.33,3.41,GIA,5320
Round,H,VS2,1,1.01,62.9,56,Excellent,Excellent,Medium to Slightly Thick,None,6.32,6.36,3.99,GIA,4040
Round,H,VS2,1.04,1.01,62.1,60,Excellent,Excellent,Slightly Thick,None,6.43,6.47,4.01,GIA,4050
Marquise,D,VVS1,1.6,2.24,63.4,59,Excellent,Very Good,Thick to Very Thick,None,12.93,5.76,3.66,GIA,19770
Round,H,VS2,1,1,63,58,Excellent,Excellent,Medium to Slightly Thick,None,6.35,6.38,4.01,GIA,4070
Pear,D,VS1,1.03,1.65,62.1,61,Excellent,Excellent,Medium to Slightly Thick,Pointed,9.23,5.59,3.47,IGI Lab-Grown,1120
Pear,E,VS1,1.08,1.62,62.8,58,Excellent,Excellent,Medium to Slightly Thick,Pointed,9.29,5.73,3.6,IGI Lab-Grown,1090
Square Radiant,H,VS1,1.02,1.01,72.7,65,Very Good,Very Good,Thick to Very Thick,None,5.43,5.39,3.92,GIA,3710
Round,H,VS1,1,1,60.7,61,Excellent,Excellent,Slightly Thick,None,6.42,6.43,3.9,GIA,4090
Oval,E,VS1,1.08,1.42,61.9,60,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.24,5.82,3.6,IGI Lab-Grown,1050
Radiant,E,VS1,1.26,1.44,67.9,65,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.65,5.32,3.61,IGI Lab-Grown,1220
Marquise,D,VVS2,1.07,1.96,64.5,59,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.45,5.32,3.43,IGI Lab-Grown,1380
Heart,F,VVS2,2.02,1.17,56,62,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.67,8.98,5.03,IGI Lab-Grown,3290
Marquise,E,VVS2,1.08,1.99,62.6,60,Excellent,Excellent,Thin to Slightly Thick,Pointed,10.66,5.37,3.36,IGI Lab-Grown,1260
Emerald,H,VVS1,1,1.55,68.6,66,Excellent,Excellent,Medium to Thick,None,7.11,4.59,3.15,GIA,2850
Round,H,VS2,1,1.01,61.9,60,Excellent,Excellent,Medium to Slightly Thick,None,6.31,6.36,3.92,GIA,3680
Radiant,E,VS1,1.07,1.48,66.5,60,Excellent,Excellent,Slightly Thick,Pointed,7.39,4.99,3.32,IGI Lab-Grown,1060
Heart,E,VVS2,1.59,1.11,54.7,64,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.41,8.25,4.51,IGI Lab-Grown,2420
Cushion,D,VVS2,1.43,1.01,66.8,64,Excellent,Excellent,Medium to Slightly Thick,Pointed,6.54,6.48,4.33,IGI Lab-Grown,2630
Round,E,VS1,1.54,1,61.9,57,Excellent,Excellent,Medium to Slightly Thick,None,7.39,7.41,4.58,GIA Lab-Grown,1760
Oval,H,VVS2,1.01,1.34,66.2,56,Good,Excellent,Very Thick to Extremely Thick,None,7.45,5.54,3.67,GIA,4860
Oval,H,VS2,1.01,1.4,62.2,61,Excellent,Very Good,Slightly Thick to Thick,None,7.94,5.67,3.52,GIA,3670
Heart,D,VVS2,1.26,1.15,59,62,Excellent,Excellent,Medium to Slightly Thick,Pointed,6.44,7.39,4.36,IGI Lab-Grown,1630
Heart,G,VVS1,1.51,1.17,61.6,59,Excellent,Excellent,Medium to Very Thick,None,6.67,7.79,4.8,GIA,6480
Pear,D,VS1,1,1.49,64.1,59,Very Good,Very Good,Thick to Very Thick,None,8.25,5.53,3.55,GIA,4850
Oval,F,VS1,1.03,1.49,61,62,Excellent,Excellent,Thin to Slightly Thick,Pointed,8.42,5.66,3.45,IGI Lab-Grown,1030
Pear,E,VS1,1.02,1.59,60.9,61,Excellent,Excellent,Medium to Thick,None,9.02,5.67,3.45,GIA Lab-Grown,1030
Pear,D,VS2,1.2,1.58,62.8,59,Excellent,Excellent,Slightly Thick to Very Thick,None,9.26,5.86,3.68,GIA,5050
Round,H,VS2,1.01,1.01,62.2,57,Excellent,Excellent,Medium to Slightly Thick,None,6.36,6.41,3.98,GIA,4080
Marquise,E,VS1,1.1,1.95,63.7,60,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.55,5.4,3.44,IGI Lab-Grown,1100
Princess,H,VVS1,1.2,1,76,71,Excellent,Very Good,Very Thick,None,5.58,5.57,4.23,GIA,1100
Round,H,VS1,1,1.01,58.9,62,Excellent,Excellent,Medium to Slightly Thick,None,6.47,6.52,3.83,GIA,3790
Cushion Modified,D,VS1,1.51,1.01,67.1,61.5,Excellent,Excellent,Medium to Very Thick,Pointed,6.68,6.63,4.45,IGI Lab-Grown,2060
Oval,E,VS1,1.06,1.46,62,59,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.39,5.73,3.55,IGI Lab-Grown,1030
Round,H,VS2,1.02,1.01,63.5,56,Excellent,Excellent,Medium to Slightly Thick,None,6.36,6.41,4.05,GIA,3820
Princess,E,VS1,1.05,1.01,71.9,67,Excellent,Excellent,Slightly Thick to Thick,None,5.55,5.5,3.96,GIA Lab-Grown,1040
Princess,E,VS1,1.07,1,72.1,69,Excellent,Excellent,Slightly Thick to Thick,None,5.62,5.6,4.04,GIA Lab-Grown,1060
Pear,D,VS1,1.01,1.53,63.5,61,Excellent,Very Good,Slightly Thick to Very Thick,None,8.55,5.59,3.55,GIA,4350
Marquise,D,IF,1.07,1.86,63.6,62,Excellent,Excellent,Slightly Thick to Thick,None,10.01,5.38,3.42,GIA,8120
Marquise,D,VS1,1.03,2.06,63.3,58,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.6,5.15,3.26,IGI Lab-Grown,1120
Princess,E,VVS2,1.01,1.01,73.4,69,Excellent,Excellent,Medium to Slightly Thick,Pointed,5.49,5.41,3.97,IGI Lab-Grown,1180
Pear,E,VS1,1.08,1.63,61,61,Excellent,Excellent,Medium to Slightly Thick,Pointed,9.29,5.69,3.47,IGI Lab-Grown,1090
Pear,D,VS2,1,1.5,62.8,63,Very Good,Very Good,Thick to Very Thick,None,8.36,5.57,3.5,GIA,4960
Round,D,VS1,1.57,1,62.1,58,Excellent,Excellent,Medium to Slightly Thick,None,7.43,7.45,4.62,GIA Lab-Grown,1840
Marquise,G,VVS1,1.01,2.01,61.7,58,Excellent,Excellent,Slightly Thick to Thick,None,10.43,5.2,3.21,GIA,5460
Princess,F,VVS1,1.01,1.01,75.9,74,Excellent,Very Good,Very Thick,None,5.35,5.32,4.04,GIA,3940
Oval,F,VVS2,1,1.38,64.4,64,Excellent,Very Good,Thick to Very Thick,None,7.57,5.49,3.53,GIA,4670
Oval,H,VS2,1.01,1.39,66.8,58,Excellent,Very Good,Thick to Very Thick,None,7.55,5.44,3.63,GIA,3270
Princess,E,VS2,1.01,1.04,71.4,78,Good,Very Good,Medium to Slightly Thick,None,5.76,5.54,3.96,GIA,3690
Round,H,VS2,1.03,1.01,62.2,59,Excellent,Excellent,Medium to Slightly Thick,None,6.44,6.49,4.02,GIA,4050
Radiant,F,VS2,1.01,1.22,71.6,64,Excellent,Very Good,Thick to Very Thick,None,6.11,5.01,3.59,GIA,5420
Marquise,E,IF,1.01,1.97,57.8,60,Excellent,Excellent,Slightly Thick to Thick,None,10.56,5.35,3.09,GIA,7240
Cushion Modified,D,VVS2,2.07,1,67.5,59,Excellent,Excellent,Thin to Slightly Thick,None,7.27,7.25,4.9,GIA Lab-Grown,4380
Pear,D,VS1,1.01,1.56,67.8,56,Excellent,Very Good,Thick to Very Thick,None,8.41,5.39,3.66,GIA,4260
Cushion Modified,F,VS1,2.59,1.01,65.5,62,Excellent,Excellent,Medium to Thick,None,8.08,7.97,5.22,GIA Lab-Grown,6070
Princess,D,VS1,1.03,1.03,74.9,67,Excellent,Very Good,Slightly Thick to Thick,None,5.52,5.37,4.02,GIA Lab-Grown,1060
Radiant,D,VVS2,1.03,1.4,68.7,67,Excellent,Excellent,Medium,Pointed,7.18,5.14,3.53,IGI Lab-Grown,1290
Oval,G,VS1,1.01,1.35,62.7,59,Excellent,Excellent,Slightly Thick to Thick,None,7.72,5.73,3.59,GIA,4620
Heart,D,VVS1,1,1.14,56,61,Excellent,Very Good,Medium to Thick,None,6.18,7.05,3.95,GIA,6450
Marquise,F,VVS2,1.02,1.82,59.9,60,Excellent,Excellent,Medium to Slightly Thick,Pointed,9.97,5.48,3.28,IGI Lab-Grown,1160
Heart,D,VS2,1.01,1.15,59.3,59,Excellent,Very Good,Slightly Thick to Thick,None,6.03,6.95,4.13,GIA,4520
Round,H,VVS1,1.01,1.01,62.4,59,Excellent,Excellent,Slightly Thick,None,6.36,6.4,3.98,GIA,4090
Princess,G,VVS2,1.01,1.02,71.4,70,Excellent,Excellent,Slightly Thick,None,5.67,5.56,3.97,GIA,3830
Princess,G,VS1,1.08,1.01,74.4,69,Excellent,Very Good,Thick to Very Thick,None,5.51,5.45,4.06,GIA,3750
Cushion,E,VS1,2.52,1.02,69,64,Excellent,Excellent,Medium to Thick,Pointed,7.67,7.55,5.21,IGI Lab-Grown,5590
Princess,G,IF,1.01,1.02,73.6,72,Excellent,Very Good,Thick to Very Thick,None,5.48,5.36,3.94,GIA,4230
Radiant,F,VVS2,1,1.3,68.4,69,Excellent,Very Good,Slightly Thick to Thick,None,6.59,5.07,3.47,GIA,4000
Oval,D,VVS1,1.01,1.4,62.6,56,Excellent,Very Good,Thick to Very Thick,None,7.83,5.6,3.51,GIA,5140
Heart,F,VS1,1.5,1.2,61.9,60,Excellent,Excellent,Slightly Thick to Very Thick,None,6.56,7.84,4.85,GIA,10410
Radiant,E,VVS1,1,1.23,66.7,69,Excellent,Very Good,Slightly Thick to Thick,None,6.32,5.14,3.43,GIA,4290
Oval,G,VS1,1,1.5,64.8,58,Excellent,Very Good,Medium to Very Thick,None,8.08,5.39,3.49,GIA,4250
Heart,D,VVS1,1.56,1.13,57.2,55,Excellent,Excellent,Medium to Very Thick,None,7.17,8.08,4.63,GIA Lab-Grown,3300
Pear,E,VS1,1.09,1.63,61.2,61,Excellent,Excellent,Medium to Slightly Thick,Pointed,9.39,5.77,3.53,IGI Lab-Grown,1100
Oval,D,VS1,1.01,1.38,62.2,54,Excellent,Excellent,Slightly Thick to Thick,None,7.81,5.66,3.52,GIA,4670
Round,D,VS1,1.56,1,59.9,61,Excellent,Excellent,Thin to Slightly Thick,None,7.52,7.55,4.51,GIA Lab-Grown,1830
Pear,D,VS1,1,1.48,64.6,60,Excellent,Excellent,Thick to Very Thick,None,8.14,5.51,3.56,GIA,3710
Princess,E,VS1,1.01,1,73.8,72,Very Good,Very Good,Slightly Thick to Thick,None,5.44,5.44,4.02,GIA,3620
Round,D,VS1,1.53,1.01,61.7,56,Excellent,Excellent,Medium to Slightly Thick,None,7.38,7.42,4.57,GIA Lab-Grown,1790
Oval,G,VS2,1,1.41,61.6,57,Excellent,Very Good,Medium to Extremely Thick,None,7.89,5.6,3.45,GIA,3490
Cushion Modified,D,VVS2,2.05,1.02,64.8,64,Excellent,Excellent,Thin to Thick,None,7.61,7.49,4.86,GIA Lab-Grown,4340
Radiant,E,VS1,1.1,1.49,68.1,68,Excellent,Excellent,Thin to Slightly Thick,Pointed,7.52,5.05,3.44,IGI Lab-Grown,1080
Round,D,VS1,1.58,1,60,60,Excellent,Excellent,Medium,Pointed,7.53,7.56,4.53,IGI Lab-Grown,1850
Cushion Modified,F,VS1,2.53,1.02,66.9,62,Excellent,Excellent,Medium to Very Thick,None,7.98,7.81,5.22,GIA Lab-Grown,5930
Princess,E,VS1,1.03,1.02,72.8,72,Excellent,Excellent,Slightly Thick,None,5.63,5.54,4.03,GIA,3870
Cushion Modified,F,VS1,2.85,1.02,66.5,62,Excellent,Excellent,Slightly Thick to Thick,None,8.28,8.13,5.41,GIA Lab-Grown,6680
Oval,H,VS1,1,1.56,65.1,54,Excellent,Very Good,Thick to Very Thick,None,8.26,5.31,3.46,GIA,3710
Emerald,H,VS1,1.01,1.4,67.8,68,Very Good,Very Good,Thick,None,6.52,4.66,3.16,GIA,3710
Round,E,VS1,1.59,1,61.4,57,Excellent,Excellent,Medium to Slightly Thick,None,7.49,7.51,4.6,GIA Lab-Grown,1810
Oval,G,VS2,1.01,1.4,59,58,Excellent,Excellent,Slightly Thick to Thick,None,8.11,5.8,3.42,GIA,4810
Marquise,E,VS1,1.1,2.09,61.5,60,Excellent,Excellent,Medium to Slightly Thick,Pointed,11.14,5.33,3.28,IGI Lab-Grown,1100
Princess,F,VVS2,1.03,1.02,71.3,68,Excellent,Excellent,Medium to Slightly Thick,Pointed,5.59,5.5,3.92,IGI Lab-Grown,1150
Radiant,D,VS1,1.09,1.47,65.7,67,Excellent,Excellent,Slightly Thick,Pointed,7.44,5.05,3.32,IGI Lab-Grown,1170
Princess,G,VVS2,1.01,1.01,71.4,71,Very Good,Very Good,Medium to Slightly Thick,None,5.64,5.59,3.99,GIA,3150
Princess,E,VS1,1.04,1,71.9,67,Excellent,Excellent,Thin,Pointed,5.55,5.55,3.99,IGI Lab-Grown,1040
Radiant,D,VVS2,1,1.54,68.1,67,Excellent,Excellent,Thick to Very Thick,None,7.37,4.78,3.26,GIA,3570
Round,F,VS1,1.6,1,62.6,56,Excellent,Excellent,Medium to Slightly Thick,None,7.45,7.48,4.67,GIA Lab-Grown,1860
Pear,D,VS2,1.01,1.65,62.3,63,Excellent,Very Good,Thick to Very Thick,None,9.05,5.47,3.4,GIA,5070
Round,F,VS2,1,1,62.2,56,Excellent,Excellent,Slightly Thick,None,6.34,6.36,3.95,GIA,3840
Oval,E,VS2,1.01,1.38,64.4,59,Excellent,Very Good,Thick to Very Thick,None,7.62,5.53,3.56,GIA,4900
Radiant,G,VS2,1.01,1.21,71.7,67,Excellent,Very Good,Thick to Very Thick,None,6.11,5.07,3.63,GIA,3580
Heart,E,VS1,1.6,1.14,54.8,62,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.27,8.26,4.53,IGI Lab-Grown,2170
Oval,D,VVS2,1,1.42,60.2,62,Excellent,Very Good,Thick to Very Thick,None,7.98,5.63,3.39,GIA,5050
Radiant,G,VVS1,1.01,1.42,68.3,66,Excellent,Very Good,Medium to Slightly Thick,None,7.12,5.03,3.44,GIA,4110
Round,D,VS1,1.56,1,60.4,58,Excellent,Excellent,Medium,None,7.5,7.52,4.54,GIA Lab-Grown,1870
Pear,D,VS1,1.02,1.66,61.3,60,Excellent,Excellent,Medium to Slightly Thick,Pointed,9.31,5.61,3.44,IGI Lab-Grown,1110
Round,D,VS1,1.51,1,60.2,59,Excellent,Excellent,Medium,Pointed,7.41,7.44,4.47,IGI Lab-Grown,1770
Marquise,D,VS2,1.01,1.86,62.5,62,Excellent,Excellent,Slightly Thick to Thick,None,9.96,5.35,3.35,GIA,5190
Round,H,VS1,1,1.01,63.4,58,Excellent,Very Good,Medium to Slightly Thick,None,6.29,6.38,4.01,GIA,3870
Marquise,D,VVS2,1.01,2.13,57.1,58,Excellent,Excellent,Slightly Thick to Very Thick,None,10.97,5.15,2.94,GIA,6920
Marquise,E,VVS2,1.09,1.9,61.1,60,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.42,5.48,3.35,IGI Lab-Grown,1280
Emerald,H,IF,1,1.36,71.4,70,Very Good,Very Good,Very Thick to Extremely Thick,None,6.24,4.59,3.28,GIA,2870
Princess,E,VVS2,1.03,1,72.2,66,Excellent,Excellent,Medium,Pointed,5.56,5.54,4,IGI Lab-Grown,1200
Heart,G,VS2,1.02,1.17,59.1,57,Excellent,Excellent,Medium to Thick,None,6.01,7.06,4.17,GIA,3600
Oval,D,VS1,1,1.38,60.8,60,Excellent,Excellent,Slightly Thick to Thick,Pointed,7.92,5.74,3.49,IGI Lab-Grown,1060
Pear,D,VS1,1.02,1.6,60.5,59,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.98,5.62,3.4,IGI Lab-Grown,1110
Round,E,VS1,1.59,1,60.8,58,Excellent,Excellent,Medium,Pointed,7.51,7.54,4.58,IGI Lab-Grown,1850
Oval,H,VS1,1,1.48,57.5,58,Excellent,Very Good,Medium to Thick,None,8.31,5.62,3.23,GIA,3980
Heart,H,VVS1,1.03,1.09,59.7,61,Excellent,Excellent,Slightly Thick to Very Thick,None,6.2,6.78,4.05,GIA,4010
Heart,F,VS1,1.59,1.16,55.6,59,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.14,8.26,4.59,IGI Lab-Grown,1940
Cushion Modified,E,VVS2,1.55,1.01,64.9,60,Excellent,Excellent,Medium to Very Thick,None,6.81,6.73,4.36,GIA Lab-Grown,3120
Heart,G,VVS2,1.32,1.18,62.7,59,Excellent,Excellent,Thick to Very Thick,None,6.39,7.53,4.73,GIA,7130
Round,H,VS2,1.02,1.01,64.7,58,Excellent,Very Good,Slightly Thick to Thick,None,6.18,6.26,4.02,GIA,3330
Marquise,D,VVS2,1.09,1.96,61.8,58,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.7,5.47,3.38,IGI Lab-Grown,1410
Radiant,D,VVS2,1.02,1.31,66.9,67,Excellent,Excellent,Medium,Pointed,6.75,5.16,3.45,IGI Lab-Grown,1280
Emerald,G,VS2,1,1.3,72.5,62,Excellent,Excellent,Thick to Very Thick,None,6.21,4.77,3.46,GIA,2750
Oval,F,VS2,1,1.58,57,58,Excellent,Very Good,Thick to Very Thick,None,8.74,5.52,3.15,GIA,4490
Round,H,VS1,1.02,1.01,62.1,59,Excellent,Excellent,Slightly Thick,None,6.4,6.45,3.99,GIA,3900
Oval,H,VS1,1,1.35,62.9,61,Excellent,Excellent,Medium to Thick,None,7.71,5.72,3.6,GIA,3910
Round,H,VVS1,1,1.01,60.3,60,Excellent,Excellent,Thin to Slightly Thick,None,6.48,6.54,3.93,GIA,4070
Pear,E,VS1,1.06,1.59,63.8,59,Excellent,Excellent,Thin to Medium,Pointed,9.01,5.66,3.61,IGI Lab-Grown,1070
Round,D,VS1,1.5,1,59.9,60,Excellent,Excellent,Medium,Pointed,7.43,7.46,4.46,IGI Lab-Grown,1760
Marquise,D,VVS2,1.1,1.85,63.5,59,Excellent,Excellent,Medium to Thick,None,10.17,5.49,3.49,GIA Lab-Grown,1410
Pear,E,VS1,1.06,1.6,63.5,57,Excellent,Excellent,Medium to Slightly Thick,Pointed,9.09,5.67,3.6,IGI Lab-Grown,1070
Round,H,VS2,1,1.01,61.4,55,Excellent,Excellent,Medium to Slightly Thick,None,6.44,6.48,3.96,GIA,3840
Marquise,D,VVS2,1.01,1.85,62.8,61,Excellent,Very Good,Medium to Thick,None,9.82,5.31,3.34,GIA,6870
Marquise,H,VS2,1,1.79,65.6,59,Excellent,Very Good,Slightly Thick to Very Thick,None,9.31,5.19,3.4,GIA,3700
Radiant,F,VS1,1,1.44,67.5,66,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.17,4.98,3.36,IGI Lab-Grown,1040
Pear,G,VS2,1.02,2.58,56.3,65,Excellent,Excellent,Slightly Thick to Thick,None,12.25,4.74,2.67,GIA,5060
Round,E,VS1,1.55,1,62,57,Excellent,Excellent,Medium,None,7.42,7.44,4.6,GIA Lab-Grown,1770
Heart,E,VS2,1,1.22,58.7,65,Excellent,Excellent,Thick to Extremely Thick,None,5.65,6.92,4.06,GIA,3090
Pear,F,VS1,1.04,1.56,61.7,59,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.86,5.67,3.5,IGI Lab-Grown,1040
Round,H,VS2,1,1.01,60.3,63,Excellent,Very Good,Slightly Thick to Thick,Very Small,6.31,6.39,3.83,GIA,3480
Heart,D,VS1,1.03,1.17,58.4,58,Excellent,Excellent,Medium to Thick,None,6.08,7.12,4.16,GIA,4640
Oval,E,VS1,1.06,1.42,61.2,60,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.26,5.83,3.57,IGI Lab-Grown,1030
Oval,H,VS2,1,1.33,68.4,57,Excellent,Very Good,Thick to Extremely Thick,None,7.27,5.46,3.74,GIA,3790
Princess,H,VS2,1.04,1.01,72,69,Excellent,Excellent,Slightly Thick,None,5.61,5.57,4.01,GIA,3110
Marquise,D,VS1,1.04,2.02,63.8,60,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.56,5.22,3.33,IGI Lab-Grown,1140
Cushion Modified,G,VVS1,1.01,1.01,68.6,63,Excellent,Excellent,Slightly Thick to Thick,None,5.54,5.5,3.77,GIA,2370
Marquise,D,IF,1,1.9,64.3,62,Excellent,Very Good,Thick to Very Thick,None,9.81,5.16,3.32,GIA,7240
Marquise,E,VVS2,1.1,1.98,62.8,59,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.7,5.4,3.39,IGI Lab-Grown,1280
Cushion,D,VVS1,1.29,1,66.8,60,Excellent,Excellent,Medium to Thick,Pointed,6.32,6.32,4.22,IGI Lab-Grown,2920
Round,G,VS2,1,1,61.9,62,Excellent,Excellent,Medium to Slightly Thick,None,6.36,6.39,3.95,GIA,4020
Oval,D,VS1,1.04,1.43,60.5,60,Excellent,Very Good,Medium to Thick,None,8.29,5.79,3.51,GIA Lab-Grown,1050
Radiant,G,VVS1,1.01,1.26,69.4,67,Excellent,Excellent,Slightly Thick to Very Thick,None,6.29,4.99,3.46,GIA,3330
Marquise,E,VVS1,1.06,2.05,58.7,56,Excellent,Excellent,Thick to Very Thick,None,10.78,5.27,3.09,GIA,6280
Round,H,VVS2,1.01,1.01,63.9,60,Excellent,Very Good,Thick,None,6.23,6.28,4,GIA,3880
Pear,E,VS2,1,1.46,66.3,58,Excellent,Excellent,Thin to Very Thick,None,8.02,5.51,3.65,GIA,3500
Radiant,E,VS1,1.01,1.3,64.8,72,Excellent,Very Good,Medium to Thick,None,6.71,5.16,3.34,GIA,4390
Oval,F,VS1,1,1.34,64.1,62,Excellent,Excellent,Slightly Thick to Very Thick,None,7.52,5.62,3.6,GIA,5000
Oval,F,VS2,1,1.52,63.6,64,Excellent,Excellent,Medium to Very Thick,None,8.15,5.35,3.41,GIA,4690
Radiant,G,VVS2,1,1.28,67.2,69,Excellent,Excellent,Slightly Thick to Thick,None,6.69,5.22,3.5,GIA,3100
Pear,D,VVS1,1.05,1.52,62.8,55,Excellent,Very Good,Medium to Thick,None,8.81,5.81,3.65,GIA Lab-Grown,1770
Emerald,H,VS2,1,1.36,67.6,68,Excellent,Very Good,Thick to Very Thick,None,6.47,4.77,3.23,GIA,2570
Heart,E,VS1,2.66,1.13,54.1,63,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.7,9.8,5.3,IGI Lab-Grown,4400
Cushion Modified,D,VVS1,2.99,1.01,68.1,58,Excellent,Excellent,Thin to Slightly Thick,None,8.2,8.11,5.52,GIA Lab-Grown,7070
Heart,E,VS1,3.09,1.13,55.1,58,Excellent,Excellent,Medium to Thick,None,9.12,10.32,5.69,GIA Lab-Grown,6600
Princess,E,VVS2,1.05,1,71.5,67,Excellent,Very Good,Medium to Slightly Thick,None,5.58,5.56,3.98,GIA Lab-Grown,1150
